"Notes"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Butte County, CA"	"06007"	"Cardiomegaly"	"I51.7"	17	226864	7.5 (Unreliable)	4.4	12.0
	"Calaveras County, CA"	"06009"	"Acute myocardial infarction, unspecified"	"I21.9"	16	45171	35.4 (Unreliable)	20.2	57.5
	"Calaveras County, CA"	"06009"	"Atherosclerotic heart disease"	"I25.1"	47	45171	104.0	76.5	138.4
	"Calaveras County, CA"	"06009"	"Congestive heart failure"	"I50.0"	14	45171	31.0 (Unreliable)	16.9	52.0
	"Colusa County, CA"	"06011"	"Acute myocardial infarction, unspecified"	"I21.9"	10	21588	46.3 (Unreliable)	22.2	85.2
	"Contra Costa County, CA"	"06013"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	47	1135127	4.1	3.0	5.5
	"Contra Costa County, CA"	"06013"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	37	1135127	3.3	2.3	4.5
	"Contra Costa County, CA"	"06013"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	15	1135127	1.3 (Unreliable)	0.7	2.2
	"Contra Costa County, CA"	"06013"	"Acute myocardial infarction, unspecified"	"I21.9"	216	1135127	19.0	16.5	21.6
	"Contra Costa County, CA"	"06013"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	58	1135127	5.1	3.9	6.6
	"Contra Costa County, CA"	"06013"	"Atherosclerotic heart disease"	"I25.1"	430	1135127	37.9	34.3	41.5
	"Contra Costa County, CA"	"06013"	"Ischaemic cardiomyopathy"	"I25.5"	30	1135127	2.6	1.8	3.8
	"Contra Costa County, CA"	"06013"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	15	1135127	1.3 (Unreliable)	0.7	2.2
	"Contra Costa County, CA"	"06013"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	15	1135127	1.3 (Unreliable)	0.7	2.2
	"Contra Costa County, CA"	"06013"	"Other secondary pulmonary hypertension"	"I27.2"	23	1135127	2.0	1.3	3.0
	"Contra Costa County, CA"	"06013"	"Mitral (valve) insufficiency"	"I34.0"	10	1135127	0.9 (Unreliable)	0.4	1.6
	"Contra Costa County, CA"	"06013"	"Aortic (valve) stenosis"	"I35.0"	50	1135127	4.4	3.3	5.8
	"Contra Costa County, CA"	"06013"	"Endocarditis, valve unspecified"	"I38"	10	1135127	0.9 (Unreliable)	0.4	1.6
	"Contra Costa County, CA"	"06013"	"Dilated cardiomyopathy"	"I42.0"	17	1135127	1.5 (Unreliable)	0.9	2.4
	"Contra Costa County, CA"	"06013"	"Cardiomyopathy, unspecified"	"I42.9"	51	1135127	4.5	3.3	5.9
	"Contra Costa County, CA"	"06013"	"Atrial fibrillation and flutter"	"I48"	114	1135127	10.0	8.2	11.9
	"Contra Costa County, CA"	"06013"	"Congestive heart failure"	"I50.0"	177	1135127	15.6	13.3	17.9
	"Contra Costa County, CA"	"06013"	"Heart failure, unspecified"	"I50.9"	11	1135127	1.0 (Unreliable)	0.5	1.7
	"Contra Costa County, CA"	"06013"	"Cardiovascular disease, unspecified"	"I51.6"	25	1135127	2.2	1.4	3.3
	"Del Norte County, CA"	"06015"	"Acute myocardial infarction, unspecified"	"I21.9"	13	27540	47.2 (Unreliable)	25.1	80.7
	"Del Norte County, CA"	"06015"	"Atherosclerotic heart disease"	"I25.1"	13	27540	47.2 (Unreliable)	25.1	80.7
	"El Dorado County, CA"	"06017"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	12	185625	6.5 (Unreliable)	3.3	11.3
	"El Dorado County, CA"	"06017"	"Acute myocardial infarction, unspecified"	"I21.9"	58	185625	31.2	23.7	40.4
	"El Dorado County, CA"	"06017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	185625	8.6 (Unreliable)	4.9	14.0
	"El Dorado County, CA"	"06017"	"Atherosclerotic heart disease"	"I25.1"	120	185625	64.6	53.1	76.2
	"El Dorado County, CA"	"06017"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	19	185625	10.2 (Unreliable)	6.2	16.0
	"El Dorado County, CA"	"06017"	"Aortic (valve) stenosis"	"I35.0"	16	185625	8.6 (Unreliable)	4.9	14.0
	"El Dorado County, CA"	"06017"	"Atrial fibrillation and flutter"	"I48"	24	185625	12.9	8.3	19.2
	"El Dorado County, CA"	"06017"	"Congestive heart failure"	"I50.0"	21	185625	11.3	7.0	17.3
	"Fresno County, CA"	"06019"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	42	979915	4.3	3.1	5.8
	"Fresno County, CA"	"06019"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	33	979915	3.4	2.3	4.7
	"Fresno County, CA"	"06019"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	11	979915	1.1 (Unreliable)	0.6	2.0
	"Fresno County, CA"	"06019"	"Acute subendocardial myocardial infarction"	"I21.4"	10	979915	1.0 (Unreliable)	0.5	1.9
	"Fresno County, CA"	"06019"	"Acute myocardial infarction, unspecified"	"I21.9"	244	979915	24.9	21.8	28.0
	"Fresno County, CA"	"06019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	83	979915	8.5	6.7	10.5
	"Fresno County, CA"	"06019"	"Atherosclerotic heart disease"	"I25.1"	597	979915	60.9	56.0	65.8
	"Fresno County, CA"	"06019"	"Ischaemic cardiomyopathy"	"I25.5"	43	979915	4.4	3.2	5.9
	"Fresno County, CA"	"06019"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	14	979915	1.4 (Unreliable)	0.8	2.4
	"Fresno County, CA"	"06019"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	18	979915	1.8 (Unreliable)	1.1	2.9
	"Fresno County, CA"	"06019"	"Other secondary pulmonary hypertension"	"I27.2"	15	979915	1.5 (Unreliable)	0.9	2.5
	"Fresno County, CA"	"06019"	"Aortic (valve) stenosis"	"I35.0"	37	979915	3.8	2.7	5.2
	"Fresno County, CA"	"06019"	"Cardiomyopathy, unspecified"	"I42.9"	40	979915	4.1	2.9	5.6
	"Fresno County, CA"	"06019"	"Cardiac arrest, unspecified"	"I46.9"	11	979915	1.1 (Unreliable)	0.6	2.0
	"Fresno County, CA"	"06019"	"Atrial fibrillation and flutter"	"I48"	86	979915	8.8	7.0	10.8
	"Fresno County, CA"	"06019"	"Congestive heart failure"	"I50.0"	152	979915	15.5	13.0	18.0
	"Fresno County, CA"	"06019"	"Heart failure, unspecified"	"I50.9"	14	979915	1.4 (Unreliable)	0.8	2.4
	"Fresno County, CA"	"06019"	"Cardiovascular disease, unspecified"	"I51.6"	11	979915	1.1 (Unreliable)	0.6	2.0
	"Glenn County, CA"	"06021"	"Acute myocardial infarction, unspecified"	"I21.9"	12	28085	42.7 (Unreliable)	22.1	74.6
	"Glenn County, CA"	"06021"	"Atherosclerotic heart disease"	"I25.1"	22	28085	78.3	49.1	118.6
	"Humboldt County, CA"	"06023"	"Acute myocardial infarction, unspecified"	"I21.9"	117	136646	85.6	70.1	101.1
	"Humboldt County, CA"	"06023"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	136646	7.3 (Unreliable)	3.5	13.5
	"Humboldt County, CA"	"06023"	"Atherosclerotic heart disease"	"I25.1"	57	136646	41.7	31.6	54.0
	"Humboldt County, CA"	"06023"	"Ischaemic cardiomyopathy"	"I25.5"	13	136646	9.5 (Unreliable)	5.1	16.3
	"Humboldt County, CA"	"06023"	"Aortic (valve) stenosis"	"I35.0"	10	136646	7.3 (Unreliable)	3.5	13.5
	"Humboldt County, CA"	"06023"	"Cardiomyopathy, unspecified"	"I42.9"	13	136646	9.5 (Unreliable)	5.1	16.3
	"Imperial County, CA"	"06025"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	11	180883	6.1 (Unreliable)	3.0	10.9
	"Imperial County, CA"	"06025"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	30	180883	16.6	11.2	23.7
	"Imperial County, CA"	"06025"	"Acute myocardial infarction, unspecified"	"I21.9"	48	180883	26.5	19.6	35.2
	"Imperial County, CA"	"06025"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	29	180883	16.0	10.7	23.0
	"Imperial County, CA"	"06025"	"Atherosclerotic heart disease"	"I25.1"	56	180883	31.0	23.4	40.2
	"Imperial County, CA"	"06025"	"Ischaemic cardiomyopathy"	"I25.5"	17	180883	9.4 (Unreliable)	5.5	15.0
	"Imperial County, CA"	"06025"	"Atrial fibrillation and flutter"	"I48"	13	180883	7.2 (Unreliable)	3.8	12.3
	"Imperial County, CA"	"06025"	"Congestive heart failure"	"I50.0"	17	180883	9.4 (Unreliable)	5.5	15.0
	"Inyo County, CA"	"06027"	"Atherosclerotic heart disease"	"I25.1"	12	18144	66.1 (Unreliable)	34.2	115.5
	"Kern County, CA"	"06029"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	50	884788	5.7	4.2	7.5
	"Kern County, CA"	"06029"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	31	884788	3.5	2.4	5.0
	"Kern County, CA"	"06029"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	14	884788	1.6 (Unreliable)	0.9	2.7
	"Kern County, CA"	"06029"	"Acute subendocardial myocardial infarction"	"I21.4"	12	884788	1.4 (Unreliable)	0.7	2.4
	"Kern County, CA"	"06029"	"Acute myocardial infarction, unspecified"	"I21.9"	178	884788	20.1	17.2	23.1
	"Kern County, CA"	"06029"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	281	884788	31.8	28.0	35.5
	"Kern County, CA"	"06029"	"Atherosclerotic heart disease"	"I25.1"	429	884788	48.5	43.9	53.1
	"Kern County, CA"	"06029"	"Ischaemic cardiomyopathy"	"I25.5"	68	884788	7.7	6.0	9.7
	"Kern County, CA"	"06029"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	12	884788	1.4 (Unreliable)	0.7	2.4
	"Kern County, CA"	"06029"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	14	884788	1.6 (Unreliable)	0.9	2.7
	"Kern County, CA"	"06029"	"Other secondary pulmonary hypertension"	"I27.2"	17	884788	1.9 (Unreliable)	1.1	3.1
	"Kern County, CA"	"06029"	"Aortic (valve) stenosis"	"I35.0"	13	884788	1.5 (Unreliable)	0.8	2.5
	"Kern County, CA"	"06029"	"Dilated cardiomyopathy"	"I42.0"	12	884788	1.4 (Unreliable)	0.7	2.4
	"Kern County, CA"	"06029"	"Cardiomyopathy, unspecified"	"I42.9"	48	884788	5.4	4.0	7.2
	"Kern County, CA"	"06029"	"Atrial fibrillation and flutter"	"I48"	61	884788	6.9	5.3	8.9
	"Kern County, CA"	"06029"	"Cardiac arrhythmia, unspecified"	"I49.9"	11	884788	1.2 (Unreliable)	0.6	2.2
	"Kern County, CA"	"06029"	"Congestive heart failure"	"I50.0"	88	884788	9.9	8.0	12.3
	"Kern County, CA"	"06029"	"Heart failure, unspecified"	"I50.9"	14	884788	1.6 (Unreliable)	0.9	2.7
	"Kings County, CA"	"06031"	"Acute myocardial infarction, unspecified"	"I21.9"	73	149785	48.7	38.2	61.3
	"Kings County, CA"	"06031"	"Atherosclerotic heart disease"	"I25.1"	55	149785	36.7	27.7	47.8
	"Kings County, CA"	"06031"	"Congestive heart failure"	"I50.0"	28	149785	18.7	12.4	27.0
	"Lake County, CA"	"06033"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	13	64116	20.3 (Unreliable)	10.8	34.7
	"Lake County, CA"	"06033"	"Acute myocardial infarction, unspecified"	"I21.9"	17	64116	26.5 (Unreliable)	15.4	42.5
	"Lake County, CA"	"06033"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	64116	25.0 (Unreliable)	14.3	40.5
	"Lake County, CA"	"06033"	"Atherosclerotic heart disease"	"I25.1"	45	64116	70.2	51.2	93.9
	"Lake County, CA"	"06033"	"Congestive heart failure"	"I50.0"	17	64116	26.5 (Unreliable)	15.4	42.5
	"Lassen County, CA"	"06035"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	24	30870	77.7	49.8	115.7
	"Los Angeles County, CA"	"06037"	"Mitral stenosis"	"I05.0"	12	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Mitral valve disease, unspecified"	"I05.9"	11	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Disorders of both mitral and aortic valves"	"I08.0"	19	10137915	0.2 (Unreliable)	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	424	10137915	4.2	3.8	4.6
	"Los Angeles County, CA"	"06037"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	629	10137915	6.2	5.7	6.7
	"Los Angeles County, CA"	"06037"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	61	10137915	0.6	0.5	0.8
	"Los Angeles County, CA"	"06037"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	97	10137915	1.0	0.8	1.2
	"Los Angeles County, CA"	"06037"	"Acute subendocardial myocardial infarction"	"I21.4"	98	10137915	1.0	0.8	1.2
	"Los Angeles County, CA"	"06037"	"Acute myocardial infarction, unspecified"	"I21.9"	2665	10137915	26.3	25.3	27.3
	"Los Angeles County, CA"	"06037"	"Acute ischaemic heart disease, unspecified"	"I24.9"	19	10137915	0.2 (Unreliable)	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	2802	10137915	27.6	26.6	28.7
	"Los Angeles County, CA"	"06037"	"Atherosclerotic heart disease"	"I25.1"	5109	10137915	50.4	49.0	51.8
	"Los Angeles County, CA"	"06037"	"Ischaemic cardiomyopathy"	"I25.5"	205	10137915	2.0	1.7	2.3
	"Los Angeles County, CA"	"06037"	"Other forms of chronic ischaemic heart disease"	"I25.8"	63	10137915	0.6	0.5	0.8
	"Los Angeles County, CA"	"06037"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	230	10137915	2.3	2.0	2.6
	"Los Angeles County, CA"	"06037"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	23	10137915	0.2	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Other secondary pulmonary hypertension"	"I27.2"	126	10137915	1.2	1.0	1.5
	"Los Angeles County, CA"	"06037"	"Pulmonary heart disease, unspecified"	"I27.9"	14	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Acute and subacute infective endocarditis"	"I33.0"	28	10137915	0.3	0.2	0.4
	"Los Angeles County, CA"	"06037"	"Mitral (valve) insufficiency"	"I34.0"	37	10137915	0.4	0.3	0.5
	"Los Angeles County, CA"	"06037"	"Aortic (valve) stenosis"	"I35.0"	322	10137915	3.2	2.8	3.5
	"Los Angeles County, CA"	"06037"	"Aortic (valve) insufficiency"	"I35.1"	15	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Other aortic valve disorders"	"I35.8"	10	10137915	0.1 (Unreliable)	0.0	0.2
	"Los Angeles County, CA"	"06037"	"Aortic valve disorder, unspecified"	"I35.9"	15	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Endocarditis, valve unspecified"	"I38"	77	10137915	0.8	0.6	0.9
	"Los Angeles County, CA"	"06037"	"Dilated cardiomyopathy"	"I42.0"	102	10137915	1.0	0.8	1.2
	"Los Angeles County, CA"	"06037"	"Other hypertrophic cardiomyopathy"	"I42.2"	21	10137915	0.2	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Alcoholic cardiomyopathy"	"I42.6"	16	10137915	0.2 (Unreliable)	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Cardiomyopathy, unspecified"	"I42.9"	550	10137915	5.4	5.0	5.9
	"Los Angeles County, CA"	"06037"	"Cardiac arrest, unspecified"	"I46.9"	11	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Atrial fibrillation and flutter"	"I48"	187	10137915	1.8	1.6	2.1
	"Los Angeles County, CA"	"06037"	"Sick sinus syndrome"	"I49.5"	11	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Cardiac arrhythmia, unspecified"	"I49.9"	12	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Congestive heart failure"	"I50.0"	1861	10137915	18.4	17.5	19.2
	"Los Angeles County, CA"	"06037"	"Heart failure, unspecified"	"I50.9"	60	10137915	0.6	0.5	0.8
	"Los Angeles County, CA"	"06037"	"Cardiovascular disease, unspecified"	"I51.6"	215	10137915	2.1	1.8	2.4
	"Los Angeles County, CA"	"06037"	"Cardiomegaly"	"I51.7"	56	10137915	0.6	0.4	0.7
	"Los Angeles County, CA"	"06037"	"Other ill-defined heart diseases"	"I51.8"	13	10137915	0.1 (Unreliable)	0.1	0.2
	"Los Angeles County, CA"	"06037"	"Heart disease, unspecified"	"I51.9"	17	10137915	0.2 (Unreliable)	0.1	0.3
	"Madera County, CA"	"06039"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	154697	9.0 (Unreliable)	4.9	15.2
	"Madera County, CA"	"06039"	"Acute myocardial infarction, unspecified"	"I21.9"	37	154697	23.9	16.8	33.0
	"Madera County, CA"	"06039"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	154697	10.3 (Unreliable)	5.9	16.8
	"Madera County, CA"	"06039"	"Atherosclerotic heart disease"	"I25.1"	75	154697	48.5	38.1	60.8
	"Madera County, CA"	"06039"	"Atrial fibrillation and flutter"	"I48"	13	154697	8.4 (Unreliable)	4.5	14.4
	"Madera County, CA"	"06039"	"Congestive heart failure"	"I50.0"	20	154697	12.9	7.9	20.0
	"Marin County, CA"	"06041"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	19	260651	7.3 (Unreliable)	4.4	11.4
	"Marin County, CA"	"06041"	"Acute myocardial infarction, unspecified"	"I21.9"	46	260651	17.6	12.9	23.5
	"Marin County, CA"	"06041"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	59	260651	22.6	17.2	29.2
	"Marin County, CA"	"06041"	"Atherosclerotic heart disease"	"I25.1"	96	260651	36.8	29.8	45.0
	"Marin County, CA"	"06041"	"Aortic (valve) stenosis"	"I35.0"	24	260651	9.2	5.9	13.7
	"Marin County, CA"	"06041"	"Cardiomyopathy, unspecified"	"I42.9"	11	260651	4.2 (Unreliable)	2.1	7.6
	"Marin County, CA"	"06041"	"Atrial fibrillation and flutter"	"I48"	41	260651	15.7	11.3	21.3
	"Marin County, CA"	"06041"	"Congestive heart failure"	"I50.0"	51	260651	19.6	14.6	25.7
	"Mariposa County, CA"	"06043"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	15	17410	86.2 (Unreliable)	48.2	142.1
	"Mariposa County, CA"	"06043"	"Atherosclerotic heart disease"	"I25.1"	17	17410	97.6 (Unreliable)	56.9	156.3
	"Mendocino County, CA"	"06045"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	19	87628	21.7 (Unreliable)	13.1	33.9
	"Mendocino County, CA"	"06045"	"Acute myocardial infarction, unspecified"	"I21.9"	21	87628	24.0	14.8	36.6
	"Mendocino County, CA"	"06045"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	17	87628	19.4 (Unreliable)	11.3	31.1
	"Mendocino County, CA"	"06045"	"Atherosclerotic heart disease"	"I25.1"	38	87628	43.4	30.7	59.5
	"Mendocino County, CA"	"06045"	"Atrial fibrillation and flutter"	"I48"	15	87628	17.1 (Unreliable)	9.6	28.2
	"Mendocino County, CA"	"06045"	"Congestive heart failure"	"I50.0"	22	87628	25.1	15.7	38.0
	"Merced County, CA"	"06047"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	19	268672	7.1 (Unreliable)	4.3	11.0
	"Merced County, CA"	"06047"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	18	268672	6.7 (Unreliable)	4.0	10.6
	"Merced County, CA"	"06047"	"Acute myocardial infarction, unspecified"	"I21.9"	89	268672	33.1	26.6	40.8
	"Merced County, CA"	"06047"	"Acute ischaemic heart disease, unspecified"	"I24.9"	16	268672	6.0 (Unreliable)	3.4	9.7
	"Merced County, CA"	"06047"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	34	268672	12.7	8.8	17.7
	"Merced County, CA"	"06047"	"Atherosclerotic heart disease"	"I25.1"	124	268672	46.2	38.0	54.3
	"Merced County, CA"	"06047"	"Cardiomyopathy, unspecified"	"I42.9"	12	268672	4.5 (Unreliable)	2.3	7.8
	"Merced County, CA"	"06047"	"Atrial fibrillation and flutter"	"I48"	21	268672	7.8	4.8	11.9
	"Merced County, CA"	"06047"	"Congestive heart failure"	"I50.0"	27	268672	10.0	6.6	14.6
	"Monterey County, CA"	"06053"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	25	435232	5.7	3.7	8.5
	"Monterey County, CA"	"06053"	"Acute myocardial infarction, unspecified"	"I21.9"	62	435232	14.2	10.9	18.3
	"Monterey County, CA"	"06053"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	33	435232	7.6	5.2	10.6
	"Monterey County, CA"	"06053"	"Atherosclerotic heart disease"	"I25.1"	149	435232	34.2	28.7	39.7
	"Monterey County, CA"	"06053"	"Aortic (valve) stenosis"	"I35.0"	22	435232	5.1	3.2	7.7
	"Monterey County, CA"	"06053"	"Cardiomyopathy, unspecified"	"I42.9"	19	435232	4.4 (Unreliable)	2.6	6.8
	"Monterey County, CA"	"06053"	"Atrial fibrillation and flutter"	"I48"	36	435232	8.3	5.8	11.5
	"Monterey County, CA"	"06053"	"Congestive heart failure"	"I50.0"	60	435232	13.8	10.5	17.7
	"Napa County, CA"	"06055"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	142166	8.4 (Unreliable)	4.4	14.7
	"Napa County, CA"	"06055"	"Acute myocardial infarction, unspecified"	"I21.9"	24	142166	16.9	10.8	25.1
	"Napa County, CA"	"06055"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	77	142166	54.2	42.7	67.7
	"Napa County, CA"	"06055"	"Atherosclerotic heart disease"	"I25.1"	48	142166	33.8	24.9	44.8
	"Napa County, CA"	"06055"	"Ischaemic cardiomyopathy"	"I25.5"	14	142166	9.8 (Unreliable)	5.4	16.5
	"Napa County, CA"	"06055"	"Aortic (valve) stenosis"	"I35.0"	19	142166	13.4 (Unreliable)	8.0	20.9
	"Napa County, CA"	"06055"	"Atrial fibrillation and flutter"	"I48"	22	142166	15.5	9.7	23.4
	"Nevada County, CA"	"06057"	"Acute myocardial infarction, unspecified"	"I21.9"	46	99107	46.4	34.0	61.9
	"Nevada County, CA"	"06057"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	99107	23.2	14.7	34.8
	"Nevada County, CA"	"06057"	"Atherosclerotic heart disease"	"I25.1"	67	99107	67.6	52.4	85.9
	"Nevada County, CA"	"06057"	"Aortic (valve) stenosis"	"I35.0"	11	99107	11.1 (Unreliable)	5.5	19.9
	"Nevada County, CA"	"06057"	"Atrial fibrillation and flutter"	"I48"	17	99107	17.2 (Unreliable)	10.0	27.5
